1990,1
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,1
2006,0
2007,2
2008,4
2009,3
2010,5
2011,6
2012,1
2013,3
2014,5
2015,10
2016,1
2017,5
2018,1
2019,8
2020,0
