1990,21
1991,30
1992,15
1993,17
1994,4
1995,4
1996,10
1997,18
1998,17
1999,16
2000,29
2001,23
2002,22
2003,29
2004,16
2005,35
2006,25
2007,34
2008,31
2009,17
2010,28
2011,29
2012,22
2013,36
2014,19
2015,25
2016,21
2017,20
2018,24
2019,17
2020,16
